id,value
id_175,4.629707803918695
id_176,10.244882632385927
id_177,20.66974027727031
id_178,19.787072505027947
id_179,20.708903661866227
id_180,43.42727136587642
id_181,30.710874839148115
id_182,29.968054980422927
id_183,13.443063594746606
id_184,4.287810147604926
id_185,39.305096564568544
id_186,34.88933274520289
id_187,33.71802253705018
id_188,14.74880132155931
id_189,22.039770377449923
id_190,13.57051598016229
id_191,15.419446480441438
id_192,30.275287143304627
id_193,79.45400031005283
id_194,29.31307655065088
id_195,15.025737129091057
id_196,61.51230006559348
id_197,16.55379663619279
id_198,18.47740935543254
id_199,23.116731004906057
id_200,192.69083855862442
id_201,22.909630112867355
id_202,61.52942224475097
id_203,11.970521242560679
id_204,61.09361184581512
id_205,31.342745670759403
id_206,8.96127563219997
id_207,15.935659847768056
id_208,66.62115591265756
id_209,19.14737577034256
id_210,31.461621975386745
id_211,71.78864247987167
id_212,20.72730722581999
id_213,90.00939009478714
id_214,38.586917809549924
id_215,69.94714387522802
id_216,118.10519953260703
id_217,77.62917939860316
id_218,29.246369808540845
id_219,20.317922005344727
id_220,31.440867386663633
id_221,48.62334849352359
id_222,24.608466812044163
id_223,36.71845063559275
id_224,42.74617368597851
id_225,7.700253273121534
id_226,7.77168636507649
id_227,80.46419052919698
id_228,29.149272884405185
id_229,2.509507252338437
id_230,37.93415519744793
id_231,12.30333237475596
id_232,16.452656638478743
id_233,7.439861935075267
id_234,15.380427853942692
id_235,20.66838728405999
id_236,13.30220332040341
id_237,2.282801091220826
id_238,22.19375905287127
id_239,6.200512814857471
